7.3,2012-07-05 14:18:00 UTC,-73.98496,40.748357,-73.98509,40.729052,1,0
18.0,2014-02-24 18:22:00 UTC,-73.995807,40.716807,-73.946025,40.72196,3,1
10.1,2011-06-02 23:51:15 UTC,-73.981921,40.778897,-73.992778,40.749715,1,2
5.3,2009-11-05 06:47:00 UTC,-74.005528,40.74568,-73.987765,40.741245,1,3
5.5,2014-02-24 18:22:00 UTC,-73.997545,40.722427,-73.990867,40.717287,2,4
8.5,2011-03-04 14:35:21 UTC,-73.991962,40.749569,-73.992084,40.726473,1,5
10.5,2011-08-12 02:32:41 UTC,-73.793851,40.657845,-73.793851,40.657845,1,6
10.0,2013-09-19 08:17:58 UTC,-73.961445,40.760494,-73.978013,40.754933,1,7
7.3,2009-09-25 03:47:00 UTC,-73.98619,40.722465,-74.009935,40.711445,6,8
6.9,2009-07-01 19:33:12 UTC,-73.985028,40.779217,-73.985373,40.761998,2,9
7.3,2011-10-05 08:14:00 UTC,-73.96798,40.768697,-73.98779,40.752387,1,10
10.9,2012-02-21 11:53:00 UTC,-74.008073,40.707172,-73.989925,40.746935,1,11
35.33,2013-12-06 14:55:00 UTC,-73.972792,40.753147,-73.87214,40.774302,1,12
12.9,2010-02-25 20:14:00 UTC,-73.991358,40.749645,-73.971768,40.792898,5,13
9.3,2011-12-03 10:28:00 UTC,-73.98504,40.721887,-74.00388,40.738175,1,14
4.5,2009-11-20 10:54:26 UTC,-73.982824,40.731062,-73.989194,40.738123,1,15
3.3,2011-12-03 10:28:00 UTC,-73.980892,40.774432,-73.982077,40.770795,2,16
10.1,2009-08-13 20:16:04 UTC,-73.988971,40.758052,-73.988971,40.758052,1,17
5.7,2011-06-21 22:56:29 UTC,-73.978784,40.782452,-73.968847,40.801795,1,18
20.1,2011-10-05 08:14:00 UTC,-73.954333,40.786907,-73.999465,40.71496,1,19
10.5,2011-04-17 20:32:42 UTC,-73.991405,40.750024,-73.961417,40.774238,1,20
8.5,2012-11-19 17:41:00 UTC,-73.958633,40.764782,-73.976105,40.75276,3,21
8.1,2010-02-25 20:14:00 UTC,-73.96998,40.74878,-73.947327,40.779803,1,22
11.0,2013-04-18 08:48:00 UTC,-73.949315,40.793897,-73.95074,40.818342,1,23
15.5,2015-02-23 21:30:13 UTC,-73.97533416748047,40.75546646118164,-73.95232391357422,40.80855941772461,1,24
15.0,2013-04-18 08:48:00 UTC,-73.964098,40.764937,-73.981812,40.746475,1,25
6.1,2009-11-13 23:07:39 UTC,-73.99139,40.76126,-74.001293,40.746535,1,26
5.7,2011-05-17 19:40:15 UTC,-73.990941,40.74554,-73.973857,40.747348,1,27
28.900000000000002,2012-05-09 12:29:03 UTC,-73.870896,40.773701,-73.979617,40.750533,1,28
10.5,2010-10-10 23:39:36 UTC,-73.96029,40.773123,-73.957181,40.745713,1,29
6.1,2011-10-05 08:14:00 UTC,-73.963482,40.775143,-73.979043,40.761052,1,30
5.5,2015-02-21 11:45:01 UTC,-73.98527526855469,40.74667739868164,-73.99614715576172,40.73236846923828,1,31
4.9,2009-05-27 20:37:00 UTC,-73.998557,40.734737,-73.98046,40.72709,5,32
9.0,2014-05-20 23:09:00 UTC,-73.982953,40.76823,-73.953812,40.775427,1,33
9.0,2013-12-06 14:55:00 UTC,-73.990757,40.717207,-73.987797,40.738157,5,34
13.5,2013-12-06 14:55:00 UTC,-73.974097,40.760977,-73.990482,40.740322,5,35
6.1,2009-12-07 20:49:00 UTC,-74.007742,40.74067,-73.990158,40.739503,3,36
14.0,2015-04-13 10:18:42 UTC,-73.99315643310547,40.732337951660156,-73.9897689819336,40.757469177246094,1,37
7.5,2013-04-18 08:48:00 UTC,-73.969233,40.754222,-73.984513,40.759102,1,38
8.5,2012-03-04 00:57:00 UTC,-73.993025,40.741372,-74.008655,40.714485,1,39
4.9,2009-09-25 03:47:00 UTC,-73.99289,40.741115,-73.984392,40.75312,5,40
49.15,2009-02-02 12:56:03 UTC,-73.788333,40.644998,-73.99035,40.748127,1,41
5.3,2009-01-06 14:12:44 UTC,-73.962555,40.775514,-73.957605,40.768481,1,42
7.5,2015-03-29 00:26:47 UTC,-73.99190521240234,40.745365142822266,-73.99866485595703,40.73068618774414,5,43
9.0,2015-03-21 16:49:20 UTC,-73.98770141601562,40.72856521606445,-73.98479461669922,40.71155548095703,1,44
7.3,2009-05-05 09:55:44 UTC,-73.991656,40.749783,-73.980278,40.759886,1,45
11.3,2012-07-05 14:18:00 UTC,-73.9544,40.764175,-73.988012,40.755492,5,46
6.9,2010-02-25 20:14:00 UTC,-73.987682,40.7556,-73.967598,40.76688,5,47
5.7,2009-07-18 10:32:11 UTC,-73.986402,40.752015,-73.971186,40.758866,1,48
10.5,2015-05-27 18:43:03 UTC,-73.97525787353516,40.74142074584961,-73.95459747314453,40.765533447265625,3,49
7.5,2015-03-06 13:07:06 UTC,-73.98294830322266,40.7315788269043,-73.9996337890625,40.726829528808594,6,50
13.5,2014-02-24 18:22:00 UTC,-73.979382,40.761517,-73.990707,40.730475,3,51
10.1,2012-01-29 11:14:09 UTC,-73.948941,40.67186,-73.948941,40.67186,1,52
15.0,2014-10-06 15:16:00 UTC,-74.00533,40.725502,-73.976185,40.763772,1,53
35.04,2015-04-14 10:30:19 UTC,-73.97210693359375,40.7968635559082,-73.86486053466797,40.77034378051758,1,54
12.1,2012-09-01 14:30:19 UTC,-73.989033,40.72138,-73.9585,40.760165,1,55
40.5,2013-03-27 03:35:00 UTC,-73.991607,40.764937,-73.931262,40.623067,5,56
5.7,2012-02-21 11:53:00 UTC,-73.964297,40.771122,-73.971785,40.760555,1,57
12.5,2014-10-06 15:16:00 UTC,-73.972953,40.76358,-73.955945,40.78439,6,58
6.5,2014-05-17 15:15:00 UTC,-73.974867,40.75287,-73.980608,40.759827,1,59
5.5,2014-07-09 19:44:12 UTC,-73.990964,40.739454,-74.002949,40.744011,1,60
5.3,2010-08-10 19:19:26 UTC,-73.972884,40.764362,-73.980465,40.75934,1,61
9.0,2014-10-06 15:16:00 UTC,-73.994445,40.761172,-73.97471,40.788022,6,62
14.5,2012-08-11 11:12:27 UTC,-73.978894,40.787473,-73.989752,40.741397,1,63
5.3,2009-07-04 08:36:00 UTC,-73.986108,40.762233,-73.986808,40.75877,1,64
6.0,2012-09-06 21:41:52 UTC,-73.991641,40.723987,-73.995528,40.726918,2,65
17.0,2013-12-09 15:03:00 UTC,-73.964242,40.761407,-73.952828,40.789197,4,66
3.3,2009-09-25 03:47:00 UTC,-73.988017,40.728147,-73.989188,40.72446,5,67
5.3,2010-04-14 09:57:18 UTC,-73.965333,40.769678,-73.972536,40.764855,1,68
21.0,2014-10-06 15:16:00 UTC,-73.787992,40.641482,-73.81696,40.709552,1,69
8.5,2009-10-15 12:31:44 UTC,-73.998687,40.734704,-73.986705,40.756788,1,70
7.5,2013-12-06 14:55:00 UTC,-74.00205,40.750552,-73.985737,40.760307,2,71
31.5,2014-05-03 14:28:26 UTC,-74.004008,40.721771,-73.87304,40.774481,1,72
8.1,2011-02-15 15:25:47 UTC,-73.962441,40.772933,-73.972851,40.79083,1,73
8.5,2011-03-19 03:32:00 UTC,-73.98494,40.74425,-73.998272,40.717947,5,74
4.9,2011-12-03 10:28:00 UTC,-73.964718,40.760037,-73.974088,40.758087,1,75
13.3,2010-02-25 20:14:00 UTC,-73.96094,40.769847,-73.999045,40.725613,1,76
10.0,2013-04-18 08:48:00 UTC,-74.016003,40.71515,-74.00484,40.706752,1,77
17.7,2009-09-25 03:47:00 UTC,-74.000565,40.729907,-73.904748,40.729062,5,78
12.5,2015-06-25 21:40:59 UTC,-73.96346282958984,40.76116180419922,-73.98883056640625,40.74895095825195,2,79
3.5,2014-01-26 01:09:07 UTC,-73.982673,40.727202,-73.978255,40.729524,2,80
5.7,2011-12-03 10:28:00 UTC,-74.008413,40.734663,-74.00392,40.72341,5,81
4.9,2010-05-13 10:44:48 UTC,-73.983625,40.765931,-73.975606,40.762795,1,82
57.33,2014-12-12 00:34:32 UTC,-73.920576,40.732951,-73.987213,40.761922,3,83
9.5,2015-05-11 14:48:18 UTC,-73.9822006225586,40.77547836303711,-73.96161651611328,40.76681137084961,1,84
5.7,2011-03-19 03:32:00 UTC,-73.987572,40.750918,-73.979933,40.73932,1,85
4.5,2013-07-18 21:49:17 UTC,-73.995649,40.764538,-73.989312,40.768182,2,86
23.3,2012-03-04 00:57:00 UTC,-73.992725,40.734112,-73.87815,40.756282,6,87
4.9,2012-08-26 22:14:46 UTC,-73.988715,40.748449,-73.99288,40.736793,1,88
3.5,2013-04-18 08:48:00 UTC,-73.96976,40.800012,-73.971185,40.795777,1,89
15.3,2010-05-02 13:33:58 UTC,-73.971058,40.798369,-74.000717,40.745293,1,90
14.0,2012-11-19 17:41:00 UTC,-74.00065,40.742262,-73.985577,40.746382,2,91
14.1,2010-02-25 20:14:00 UTC,-73.954455,40.763977,-73.995597,40.723358,2,92
49.57,2010-04-02 04:59:30 UTC,-73.960886,40.776707,-73.789562,40.647084,2,93
8.9,2012-06-06 23:14:41 UTC,-73.990786,40.738198,-73.961141,40.763786,1,94
18.1,2009-04-01 09:22:55 UTC,-73.983542,40.756688,-74.014395,40.703923,2,95
16.1,2010-05-08 07:41:12 UTC,-73.944597,40.787723,-73.981873,40.711425,3,96
6.1,2009-11-05 06:47:00 UTC,-73.990238,40.75724,-73.977233,40.755203,1,97
7.7,2009-12-07 20:49:00 UTC,-74.00925,40.714737,-73.9973,40.721907,5,98
7.3,2009-12-07 20:49:00 UTC,-73.993587,40.756385,-73.983188,40.781545,1,99
5.3,2010-09-21 12:10:48 UTC,-73.990793,40.744977,-73.983601,40.755769,1,100
5.0,2014-05-31 09:21:29 UTC,-73.944846,40.805843,-73.950956,40.794435,1,101
4.5,2011-03-19 03:32:00 UTC,-73.988188,40.732092,-73.997562,40.733552,1,102
3.5,2014-12-08 21:50:00 UTC,-73.97144,40.75592,-73.96606,40.7539,3,103
4.9,2010-04-29 12:28:00 UTC,-73.949157,40.773243,-73.958267,40.77575,3,104
14.9,2011-10-05 08:14:00 UTC,-74.012458,40.71488,-73.982088,40.765238,5,105
6.5,2012-06-21 20:10:30 UTC,-73.968652,40.786315,-73.955949,40.786301,1,106
13.0,2014-12-08 21:50:00 UTC,-73.999433,40.732735,-73.984632,40.77463,3,107
8.9,2012-09-01 18:16:04 UTC,-73.963555,40.774325,-73.989605,40.760487,2,108
11.5,2015-03-12 07:49:10 UTC,-73.992919921875,40.75828170776367,-73.97075653076172,40.751007080078125,1,109
6.5,2014-05-22 22:29:34 UTC,-73.983241,40.738976,-73.998477,40.740171,1,110
8.9,2010-04-09 14:34:30 UTC,-73.987963,40.749785,-73.980985,40.763031,1,111
20.1,2012-03-30 18:28:20 UTC,-73.98196,40.767034,-73.996389,40.719572,1,112
6.9,2010-09-25 22:30:17 UTC,-73.977024,40.743315,-73.988744,40.72706,2,113
12.5,2011-10-16 06:40:32 UTC,-73.951126,40.785809,-73.997719,40.724744,1,114
13.7,2012-08-17 20:09:48 UTC,-73.952002,40.777086,-73.988197,40.727721,1,115
11.0,2015-03-29 00:26:47 UTC,-73.9875717163086,40.7409553527832,-73.9836654663086,40.764827728271484,3,116
6.5,2013-03-24 07:39:34 UTC,-73.9794,40.761682,-73.994581,40.755691,1,117
7.8,2009-03-26 20:01:11 UTC,-73.997898,40.735846,-73.992526,40.725356,1,118
4.9,2011-08-26 23:29:21 UTC,-73.956386,40.778167,-73.956039,40.768131,1,119
6.0,2014-10-06 15:16:00 UTC,-73.983337,40.76075,-73.99101,40.750315,1,120
22.5,2014-05-05 00:15:10 UTC,-73.988733,40.743955,-73.995211,40.66622,1,121
8.1,2009-11-05 06:47:00 UTC,-73.988077,40.727998,-74.01166,40.703613,1,122
15.3,2010-12-21 13:08:00 UTC,-74.011533,40.710303,-73.972698,40.759023,1,123
15.5,2012-12-31 23:41:45 UTC,-73.930059,40.767202,-73.872353,40.751015,1,124
15.0,2013-12-09 15:03:00 UTC,-73.978879,40.755911,-73.948673,40.786106,1,125
18.0,2012-12-02 22:58:33 UTC,-73.958269,40.764584,-74.012403,40.701513,1,126
